fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
4,460293.0196,32.88,1,2,29,248,2019,709000,2020,2,5,10.62,2.82,4.46,3
1,1494416.76,36.25,1,1,26,204,2019,983000,2019,2,5,11.35,2.73,4.77,3
4,1045481.863,46.1,0,1,29,243,2009,450000,2009,5,5,12.15,2.44,5.17,3
4,460293.0196,38.25,1,1,8,81,2018,672000,2018,5,5,10.62,2.65,4.34,3
1,1494416.76,41.41,0,1,8,66,2018,1350000,2018,5,5,11.65,2.57,5.02,3
4,460293.0196,49.04,0,1,19,140,2018,457000,2018,5,5,9.99,2.85,4.06,3
4,460293.0196,45.18,1,1,19,160,2013,311000,2014,2,5,9.99,2.66,4.06,3
4,1045481.863,34.2,0,3,8,75,2003,150000,2003,5,5,12.68,2.25,5.48,3
4,460293.0196,36.6,0,1,19,156,2018,623000,2018,2,5,10.62,2.83,4.46,3
4,1494416.76,31.63,0,1,12,98,2020,1090000,2020,2,5,9.99,2.64,4.91,3
4,1042342.282,27.14,1,1,12,95,2022,1600000,2022,5,7,11.06,2.53,5.17,3
4,460293.0196,41.21,1,1,8,80,2009,200000,2009,5,5,10.62,2.73,4.29,3
1,1045481.863,33.91,0,1,8,78,2018,925000,2018,2,5,11.65,2.62,5.02,3
4,1494416.76,21.54,0,1,16,128,2022,1150000,2022,5,5,10.62,2.55,4.77,3
1,1494416.76,45.41,0,1,8,66,2018,1150000,2018,2,5,11.65,2.57,5.02,3
4,1045481.863,25.57,1,2,19,142,2022,895000,2022,2,5,11.35,2.74,4.69,3
4,1494416.76,39.86,1,3,8,66,2019,1009000,2019,5,5,11.67,2.51,4.95,3
4,1494416.76,24.1,1,1,23,194,2021,1050000,2022,2,5,10,2.71,4.62,3
4,460293.0196,45.87,1,1,19,149,2018,441000,2018,5,5,10.62,2.75,4.34,3
4,1045481.863,45.24,0,1,29,253,2018,759000,2018,5,5,11.44,2.61,4.73,3
4,1494416.76,37.77,1,1,6,45,2014,425000,2014,5,5,11.44,2.51,4.79,3
4,460293.0196,40.36,1,2,19,160,2012,306000,2012,5,5,9.99,2.66,4.06,3
1,1045481.863,40.62,1,2,30,263,2015,600000,2015,5,5,11.44,2.81,4.77,3
1,1494416.76,49.61,1,2,11,92,2018,1385000,2018,4,5,12.51,2.58,5.54,3
1,1045481.863,37.77,0,1,19,157,2017,736000,2018,2,5,10.77,3.05,4.2,3
1,1494416.76,39.15,1,1,19,159,2019,840000,2019,5,5,10.77,2.9,4.46,3
1,460293.0196,44.68,1,2,19,156,2013,426000,2013,5,5,10.77,2.84,4.2,3
4,460293.0196,30.62,0,1,19,137,2021,869000,2021,4,5,10.62,2.69,4.34,3
4,1045481.863,27.14,0,2,30,264,2022,1850000,2022,5,5,10,2.63,4.85,3
4,460293.0196,45.08,1,1,8,80,2012,300000,2012,2,5,10.62,2.73,4.29,3
4,460293.0196,19.18,1,1,19,137,2022,870000,2022,3,5,10.62,2.76,4.34,3
1,1045481.863,44.23,0,1,19,157,2017,775000,2017,5,5,10.77,3.05,4.2,3
4,1045481.863,42.44,1,2,7,52,2015,416000,2015,4,5,10.62,2.62,4.43,3
4,1494416.76,29.04,1,2,8,66,2017,1025000,2017,6,5,11.67,2.35,4.95,3
1,1045481.863,48,1,1,8,78,2017,855000,2017,2,5,11.65,2.88,5.02,3
4,460293.0196,39.97,1,2,19,137,2019,649000,2020,5,5,10.62,2.78,4.36,3
4,460293.0196,41.98,1,1,8,80,2009,230000,2009,5,5,10.62,2.73,4.29,3
4,460293.0196,27.73,1,1,28,237,2021,599000,2021,6,5,10.62,2.67,4.39,3
1,1045481.863,34.2,0,1,8,78,2017,900000,2018,2,5,11.65,2.62,5.02,3
1,1045481.863,44.81,1,2,19,157,2015,622000,2015,5,5,10.77,2.98,4.2,3
4,460293.0196,40.15,1,1,7,54,2014,362000,2014,2,5,10.62,2.69,4.43,3
1,1494416.76,47.18,0,1,0,5,2013,1295000,2013,5,5,12.53,2.51,5.59,3
4,1494416.76,34.39,1,1,19,155,2020,964000,2021,2,5,11.35,2.65,4.69,3
4,1045481.863,32.08,0,2,6,47,2012,395000,2013,5,5,11.44,2.57,4.75,3
4,460293.0196,38.49,0,1,19,140,2016,460000,2017,5,5,9.99,2.85,4.06,3
1,1042342.282,49.32,1,2,29,250,2006,400000,2006,5,8,12.68,2.34,4.67,3
1,1494416.76,44.48,1,1,12,97,2019,1325000,2019,5,5,11.43,2.75,4.84,3
4,460293.0196,43.09,1,3,8,80,2009,215000,2009,5,5,10.62,2.73,4.29,3
4,1494416.76,36.72,1,1,8,77,2020,1050000,2020,5,5,9.99,2.62,4.91,3
4,460293.0196,25.19,1,1,26,207,2020,465000,2020,5,5,10,2.78,4.06,3
4,1045481.863,44.12,1,2,7,56,2015,574000,2015,2,5,11.44,2.59,4.9,3
4,460293.0196,41.92,1,1,8,80,2012,295000,2012,5,5,10.62,2.73,4.29,3
4,1494416.76,31.62,0,1,13,103,2020,26000000,2021,2,5,12.68,2.37,5.84,3
4,1045481.863,41.29,1,1,28,239,2021,707000,2021,2,5,10.62,2.68,4.39,3
4,460293.0196,41.83,1,1,8,81,2016,605000,2016,5,5,10.62,2.65,4.34,3
4,1045481.863,43.09,0,1,7,52,2016,565000,2016,5,5,10.62,2.64,4.46,3
1,460293.0196,38.71,1,1,19,156,2017,608000,2018,2,5,10.77,2.93,4.2,3
4,460293.0196,40,0,1,19,156,2019,725000,2019,5,5,10.62,2.77,4.34,3
4,460293.0196,37,1,2,7,54,2014,369000,2014,5,5,10.62,2.69,4.43,3
4,460293.0196,34.5,0,2,8,73,2020,508000,2020,5,5,10.28,2.73,4.08,3
1,1494416.76,49.32,1,1,26,205,2013,360000,2013,5,5,11.35,2.73,4.38,3
4,460293.0196,38.34,1,2,19,161,2014,399000,2014,5,5,9.99,2.74,4.06,3
4,1494416.76,34.48,1,1,8,77,2019,920000,2019,5,5,9.99,2.63,4.91,3
4,460293.0196,34.2,1,1,8,81,2019,740000,2019,5,5,10.62,2.65,4.34,3
4,460293.0196,25.2,0,1,8,70,2016,625000,2016,5,5,10.62,2.66,4.34,3
4,460293.0196,41.19,0,1,19,140,2016,450000,2016,5,5,9.99,2.85,4.06,3
4,1045481.863,49.32,1,1,7,56,2016,650000,2016,5,5,11.44,2.61,4.9,3
4,460293.0196,45.63,1,1,28,237,2016,450000,2016,5,5,10.62,2.88,4.38,3
1,1045481.863,32.71,0,1,0,0,2018,2445000,2019,2,5,12.53,2.73,5.23,3
4,1045481.863,40.41,0,1,7,56,2014,675000,2014,5,5,11.44,2.62,4.9,3
1,1045481.863,40.8,1,1,19,142,2016,652000,2016,6,5,10.77,3.04,4.46,3
4,460293.0196,26.85,1,1,8,73,2019,496000,2019,5,5,10.28,2.73,4.08,3
4,1045481.863,32.71,1,1,7,52,2017,650000,2017,5,5,10.62,2.61,4.43,3
4,1045481.863,31.35,1,1,8,78,2017,789000,2017,2,5,11.67,2.57,4.95,3
4,460293.0196,41.84,1,2,19,141,2019,458000,2019,6,5,9.99,2.79,4.06,3
1,1045481.863,43.09,1,2,28,230,2010,200000,2010,5,5,10.77,2.67,4.46,3
4,460293.0196,44.84,1,1,7,54,2012,311000,2012,4,5,10.62,2.69,4.43,3
4,1045481.863,40.42,1,1,8,78,2016,613000,2016,4,5,11.67,2.57,4.95,3
1,1045481.863,49.32,1,2,8,79,2017,390000,2017,5,5,10.59,2.94,4.2,3
4,1045481.863,44.68,1,2,7,56,2013,517000,2013,2,5,11.44,2.56,4.88,3
4,460293.0196,43.09,0,1,19,137,2018,740000,2018,5,5,10.62,2.78,4.36,3
1,1494416.76,30.72,1,1,15,111,2020,1650000,2020,5,5,12.51,2.59,5.51,3
1,460293.0196,46.42,1,2,5,37,2015,420000,2015,5,5,10.77,2.74,4.51,3
4,460293.0196,38.48,0,1,19,137,2017,550000,2017,3,5,10.62,2.78,4.36,3
1,1045481.863,44.81,0,1,27,218,2015,550000,2015,5,5,11.44,2.79,4.7,3
4,460293.0196,46.68,1,1,30,258,2018,502000,2018,2,5,10,2.61,4.22,3
4,460293.0196,41.03,1,1,28,237,2019,552000,2019,6,5,10.62,2.88,4.38,3
1,1494416.76,47.91,1,1,19,159,2018,830000,2018,5,5,10.77,2.9,4.46,3
4,1045481.863,38.31,1,1,7,52,2017,579000,2017,6,5,10.62,2.69,4.46,3
1,1494416.76,49.9,1,1,16,129,2018,1215000,2018,4,7,12.59,2.52,5.19,3
4,1494416.76,33.62,1,1,8,77,2019,950000,2019,5,5,9.99,2.63,4.91,3
1,1045481.863,35.57,0,1,1,10,2018,2595000,2018,4,5,12.59,2.83,5.75,3
4,1045481.863,49.61,1,2,19,157,2013,421000,2013,2,5,10.62,2.82,4.46,3
1,1494416.76,47.71,1,1,6,45,2019,870000,2020,2,5,11.44,2.84,4.63,3
1,1045481.863,22.04,0,1,1,13,2017,4500000,2017,5,5,12.59,2.63,5.75,3
1,1494416.76,48.91,1,1,6,45,2017,677000,2017,4,5,11.44,2.83,4.62,3
4,1045481.863,39.15,0,1,7,56,2014,725000,2014,5,5,11.44,2.62,4.9,3
1,1045481.863,49.32,1,1,7,52,2018,650000,2018,5,5,11.44,2.95,4.62,3
1,1494416.76,45.14,1,1,8,66,2016,980000,2016,5,5,11.65,2.7,5.02,3
1,1042342.282,43.09,1,1,16,119,2019,1100000,2019,5,7,11.44,2.59,4.95,3
0,1045481.863,44.81,1,2,29,243,2009,290000,2009,5,5,12.16,2.44,5.17,3
1,460293.0196,47.91,1,2,27,213,2014,350000,2014,5,5,10.62,2.75,4.22,3
4,460293.0196,41.21,1,1,23,195,2011,290000,2011,5,5,10.62,2.62,4.22,3
1,460293.0196,41.75,1,1,28,237,2018,590000,2019,5,5,10.15,3.01,4.1,3
4,460293.0196,41.69,1,1,8,80,2013,299000,2013,2,5,10.62,2.73,4.29,3
4,1494416.76,26.22,1,1,19,139,2022,1252000,2022,4,5,11.35,2.71,4.67,3
1,1045481.863,39.79,1,1,7,52,2018,875000,2018,5,5,11.44,3.01,4.62,3
4,460293.0196,34.31,0,1,7,59,2016,550000,2016,4,5,10.62,2.67,4.46,3
4,1045481.863,45.85,0,1,7,56,2018,970000,2018,2,5,11.44,2.62,4.9,3
4,1045481.863,37.67,1,1,7,56,2017,771000,2018,2,5,11.44,2.61,4.9,3
4,460293.0196,45.08,1,2,19,135,2016,257000,2016,2,5,9.38,2.8,3.62,3
4,460293.0196,30.45,1,1,29,248,2021,767000,2021,6,5,10.62,2.82,4.46,3
4,460293.0196,31.15,1,1,28,237,2021,581000,2022,4,5,10.62,2.67,4.39,3
1,1045481.863,41.21,1,1,7,56,2017,1025000,2017,5,5,11.44,2.95,4.61,3
1,1045481.863,43.09,1,2,27,218,2020,1000000,2020,5,5,11.44,2.76,4.77,3
4,1045481.863,36.59,0,1,27,217,2019,2150000,2019,5,5,12.16,2.47,5.63,3
1,1494416.76,44.11,1,1,6,45,2014,662000,2015,5,5,11.44,2.83,4.48,3
4,460293.0196,40.82,1,1,23,196,2016,395000,2016,5,5,10.62,2.7,4.06,3
4,460293.0196,33.8,0,2,19,140,2018,514000,2018,2,5,9.99,2.85,4.06,3
4,460293.0196,36.58,0,2,8,81,2019,772000,2019,5,5,10.62,2.59,4.34,3
4,460293.0196,41.79,1,1,8,81,2018,680000,2019,5,5,10.62,2.65,4.34,3
4,460293.0196,31.73,1,2,19,135,2014,254000,2014,5,5,9.38,2.8,3.62,3
4,460293.0196,38.02,1,1,19,160,2013,311000,2013,5,5,9.99,2.66,4.06,3
1,1045481.863,36.59,0,1,10,90,2014,2150000,2014,5,5,12.68,2.45,5.84,3
4,1045481.863,38.99,0,1,7,56,2017,1015000,2017,6,5,11.44,2.62,4.9,3
1,1045481.863,34.76,0,1,0,0,2019,2850000,2019,5,5,12.53,2.73,5.23,3
4,460293.0196,41.96,1,1,19,156,2014,461000,2014,2,5,10.62,2.82,4.46,3
4,460293.0196,35.4,1,2,26,207,2019,372000,2019,4,5,9.38,2.81,3.76,3
1,1045481.863,37.8,0,1,20,171,2011,1450000,2011,5,5,12.68,2.42,5.84,3
4,1045481.863,36.88,1,1,8,78,2017,803000,2017,4,5,11.67,2.57,4.95,3
1,1045481.863,45.14,0,1,31,266,2012,1150000,2012,5,5,12.68,2.36,5.84,3
1,1045481.863,37.08,0,1,10,90,2017,2995000,2018,2,5,12.6,2.68,5.61,3
4,1494416.76,41.21,0,1,20,178,2018,6950000,2018,5,5,12.68,2.25,5.84,3
4,1494416.76,41.65,1,1,8,77,2019,900000,2019,3,5,9.99,2.63,4.91,3
1,1494416.76,37.27,1,1,16,129,2015,1400000,2015,3,7,12.68,2.52,5.19,3
4,460293.0196,35.83,1,1,2,23,2012,295000,2012,5,5,10.62,2.65,4.3,3
1,1494416.76,29.1,1,1,28,225,2022,1965000,2022,4,5,12.51,2.54,5.51,3
4,460293.0196,39.41,1,1,19,160,2013,306000,2013,2,5,9.99,2.74,4.06,3
1,1494416.76,28.44,1,1,28,225,2021,2015000,2021,5,5,12.51,2.54,5.51,3
4,460293.0196,35.98,1,2,19,160,2016,366000,2016,4,5,9.99,2.74,4.06,3
4,460293.0196,34.51,1,1,8,81,2016,645000,2016,5,5,10.62,2.65,4.34,3
1,460293.0196,44.81,1,1,6,49,2010,299000,2010,5,5,11.18,2.71,4.08,3
4,460293.0196,36.9,1,1,8,81,2013,423000,2013,2,5,10.62,2.64,4.36,3
4,460293.0196,38.03,1,1,6,49,2010,295000,2010,5,5,10.61,2.5,4.12,3
4,460293.0196,47.61,1,2,19,140,2014,328000,2014,5,5,9.99,2.93,4.04,3
4,460293.0196,37.53,1,1,19,156,2017,565000,2017,2,5,10.62,2.82,4.46,3
1,1045481.863,36.84,0,1,1,10,2014,2250000,2014,5,5,12.59,2.7,5.69,3
4,460293.0196,34.71,1,2,26,207,2016,299000,2020,2,5,10,2.84,4.06,3
4,460293.0196,39.36,1,1,4,33,2014,299000,2014,5,5,10.62,2.74,4.06,3
1,1045481.863,51.51,0,1,27,216,2012,490000,2012,2,5,12.53,2.57,5.17,3
4,460293.0196,35.3,1,1,19,152,2011,340000,2011,5,5,10.62,2.64,4.41,3
4,1045481.863,34.2,0,3,8,75,2003,150000,2003,5,5,12.68,2.25,5.48,3
4,1042342.282,35.68,0,1,26,212,2021,650000,2021,2,7,10,2.63,4.14,3
4,1494416.76,21.54,0,1,30,260,2022,1650000,2022,5,5,10,2.64,4.85,3
4,1494416.76,36.84,1,1,23,194,2021,750000,2021,5,5,10,2.66,4.14,3
1,1494416.76,44.68,1,1,16,129,2015,700000,2015,2,7,12.59,2.52,5.19,3
4,460293.0196,37.45,1,1,19,156,2014,466000,2014,2,5,10.62,2.82,4.46,3
4,1045481.863,36.21,1,1,30,254,2019,587000,2020,5,5,10,2.69,4.22,3
4,460293.0196,36.84,1,2,4,35,2017,220000,2017,5,5,9.38,2.83,3.77,3
4,460293.0196,44.8,0,1,19,156,2019,677000,2019,5,5,10.62,2.83,4.46,3
4,460293.0196,34.2,1,2,26,207,2017,334000,2017,5,5,10,2.84,4.06,3
3,460293.0196,43.09,1,2,19,160,2009,150000,2009,5,5,10.2,2.59,3.86,3
4,460293.0196,44.78,1,1,19,160,2013,315000,2014,4,5,9.99,2.66,4.06,3
4,460293.0196,48.5,1,2,8,70,2015,389000,2015,2,5,10.62,2.66,4.34,3
4,460293.0196,40.5,1,2,19,160,2015,347000,2015,2,5,9.99,2.74,4.06,3
1,1494416.76,45.89,1,1,7,62,2018,800000,2018,5,5,11.44,2.94,4.62,3
1,1494416.76,39.15,1,1,12,97,2020,1550000,2020,5,5,11.43,2.75,4.84,3
1,1045481.863,49.32,1,2,19,157,2016,350000,2016,5,5,10.77,2.86,4.2,3
1,1045481.863,44.81,1,2,8,79,2016,320000,2016,5,5,10.38,2.9,4.14,3
1,1494416.76,28.85,1,1,11,92,2021,3000000,2021,5,5,12.51,2.54,5.54,3
4,460293.0196,42.36,1,1,19,156,2011,345000,2011,5,5,10.62,2.65,4.41,3
4,460293.0196,31.07,1,1,8,71,2022,750000,2022,5,5,10.62,2.75,4.34,3
1,1494416.76,33.57,1,1,11,92,2021,3000000,2021,5,5,12.51,2.54,5.54,3
4,1494416.76,34.76,0,1,15,111,2019,1699000,2019,5,5,11.32,2.41,5.2,3
4,460293.0196,40.14,1,2,19,156,2016,489000,2016,4,5,10.62,2.82,4.46,3
4,460293.0196,41.41,1,2,19,160,2015,331000,2015,2,5,9.99,2.74,4.06,3
4,1042342.282,21.54,1,1,19,162,2021,1200000,2021,5,6,11.35,2.67,4.69,3
1,460293.0196,49.68,1,1,8,81,2013,401000,2013,2,5,11.18,2.8,4.46,3
4,460293.0196,45.4,1,1,8,80,2015,347000,2016,4,5,10.28,2.71,4.08,3
4,460293.0196,42.36,1,2,8,81,2012,410000,2012,5,5,10.62,2.57,4.29,3
4,460293.0196,37.14,1,1,8,81,2020,764000,2020,5,5,10.62,2.65,4.34,3
1,460293.0196,39.5,1,1,28,222,2021,831000,2021,5,5,11.44,2.87,4.46,3
4,460293.0196,36.28,1,2,19,137,2016,535000,2016,2,5,10.62,2.78,4.36,3
4,460293.0196,39.79,1,1,8,70,2014,465000,2014,5,5,10.62,2.66,4.34,3
4,460293.0196,39.34,1,1,26,207,2020,415000,2020,6,5,10,2.79,4.06,3
4,1045481.863,41.21,1,2,7,56,2008,230000,2008,5,5,11.44,2.57,4.64,3
4,460293.0196,37.08,1,1,8,80,2012,320000,2012,5,5,10.28,2.71,4.08,3
4,460293.0196,47.91,1,1,28,237,2016,400000,2016,5,5,10.62,2.88,4.38,3
1,1494416.76,45.63,0,1,1,16,2011,1100000,2011,5,5,12.59,2.57,5.69,3
1,1045481.863,40.41,1,1,19,142,2018,850000,2018,2,5,11.44,2.99,4.54,3
1,1494416.76,43.2,1,1,16,122,2011,390000,2011,5,7,12.68,2.29,4.93,3
1,1494416.76,41.21,0,1,8,66,2018,1225000,2018,5,5,11.65,2.57,5.02,3
4,460293.0196,25.04,1,1,19,137,2020,749000,2021,6,5,10.62,2.76,4.34,3
4,1494416.76,43.4,1,1,8,66,2018,1001000,2018,4,5,11.67,2.35,4.95,3
4,1045481.863,45.78,1,1,8,78,2018,781000,2018,5,5,11.1,2.67,4.62,3
4,1494416.76,28.44,1,1,11,92,2019,1650000,2019,5,5,11.1,2.52,5.43,3
4,460293.0196,44.07,1,2,7,59,2015,426000,2015,5,5,10.62,2.65,4.46,3
4,460293.0196,41.75,1,2,8,81,2017,616000,2017,2,5,10.62,2.65,4.34,3
1,1045481.863,45.14,0,1,8,78,2013,490000,2013,5,5,11.65,2.82,5.02,3
4,460293.0196,45.67,1,2,19,156,2014,428000,2014,5,5,10.62,2.82,4.46,3
1,1042342.282,38.93,1,1,29,251,2019,2275000,2019,2,8,12.68,2.39,5.28,3
4,460293.0196,44.69,0,1,19,137,2018,670000,2018,6,5,10.62,2.78,4.36,3
4,460293.0196,34.34,1,1,7,54,2012,337000,2012,2,5,10.62,2.69,4.43,3
1,1045481.863,27.14,1,1,8,78,2022,1350000,2022,5,5,11.43,2.92,4.84,3
4,1045481.863,45.93,1,1,7,52,2018,611000,2019,4,5,10.62,2.69,4.46,3
4,1494416.76,31.18,1,1,7,62,2021,975000,2021,4,5,10.62,2.55,4.46,3
4,1045481.863,34.2,1,2,7,56,2017,825000,2017,5,5,11.44,2.61,4.9,3
1,1045481.863,49.32,1,1,7,52,2014,400000,2014,5,5,11.44,2.95,4.62,3
1,1494416.76,30.33,1,1,16,129,2013,900000,2013,3,7,12.68,2.47,5.19,3
4,460293.0196,44.81,1,1,19,156,2020,650000,2020,5,5,10.62,2.77,4.34,3
4,460293.0196,41.79,1,2,8,70,2014,400000,2014,2,5,10.62,2.66,4.34,3
4,1045481.863,31.07,0,1,7,57,2022,2250000,2022,5,5,11.44,2.98,4.59,3
4,1045481.863,31.8,0,1,19,157,2018,707000,2018,6,5,10.62,2.77,4.34,3
1,460293.0196,38.76,1,1,19,156,2015,576000,2015,2,5,10.77,2.93,4.2,3
1,1042342.282,49.32,1,2,19,144,2014,560000,2014,5,7,10.77,2.75,4.46,3
4,1045481.863,45.49,1,2,7,56,2013,456000,2013,2,5,11.44,2.56,4.88,3
4,1045481.863,39.02,0,1,19,157,2017,685000,2018,6,5,10.62,2.77,4.34,3
4,1045481.863,25.77,1,1,30,256,2016,1205000,2017,5,5,11.16,2.45,4.94,3
1,1045481.863,33.35,1,2,19,142,2018,975000,2018,5,5,10.77,3.04,4.46,3
4,460293.0196,46.91,1,2,8,80,2012,289000,2012,4,5,10.62,2.73,4.29,3
4,460293.0196,48.42,1,2,19,160,2012,290000,2013,4,5,9.99,2.66,4.06,3
1,1494416.76,49.32,1,2,16,122,2010,425000,2010,5,7,12.68,2.29,4.93,3
1,1045481.863,46.31,1,1,19,157,2012,407000,2012,4,5,10.77,2.68,4.2,3
1,1045481.863,53.85,1,1,6,47,2014,300000,2015,2,5,11.44,2.92,4.48,3
1,1494416.76,40.82,0,2,8,66,2017,1195000,2018,2,5,11.65,2.57,5.02,3
4,1045481.863,46.42,1,2,7,52,2014,390000,2014,5,5,10.62,2.62,4.43,3
1,1045481.863,47.91,1,2,19,158,2019,650000,2019,5,5,10.77,2.71,4.2,3
4,1045481.863,42.36,1,1,8,78,2011,475000,2011,5,5,11.18,2.59,4.73,3
1,1045481.863,39.15,1,2,23,197,2020,700000,2020,5,5,11.35,2.83,4.39,3
4,460293.0196,41.6,1,1,19,137,2017,559000,2018,5,5,10.62,2.78,4.36,3
1,1494416.76,47.26,1,1,19,159,2016,789000,2016,5,5,10.77,2.9,4.46,3
1,1494416.76,47.91,1,2,16,129,2015,950000,2015,5,7,12.68,2.52,5.19,3
4,1494416.76,14.96,1,1,19,139,2023,1297000,2023,4,5,11.35,2.71,4.67,3
4,1045481.863,31.4,1,2,7,52,2021,750000,2021,5,5,10.62,2.65,4.46,3
4,460293.0196,46.42,0,2,8,80,2011,330000,2011,5,5,10.62,2.57,4.29,3
4,460293.0196,21.07,1,1,8,81,2018,691000,2019,5,5,10.62,2.65,4.34,3
4,1494416.76,35.83,1,1,23,198,2017,775000,2017,5,5,11.69,2.37,4.68,3
4,460293.0196,38.29,1,2,19,135,2013,214000,2013,5,5,9.38,2.8,3.62,3
4,460293.0196,45.2,1,1,19,136,2013,232000,2013,2,5,9.99,2.9,4.04,3
4,460293.0196,33.71,1,1,19,136,2014,281000,2014,4,5,9.99,2.9,4.04,3
1,1045481.863,47.91,1,1,28,240,2019,600000,2019,5,5,10.77,2.84,4.2,3
4,1045481.863,21.54,1,1,19,142,2021,950000,2021,5,5,11.35,2.74,4.69,3
1,1494416.76,49.32,1,3,23,198,2014,500000,2014,5,5,11.35,2.67,4.77,3
1,1045481.863,44.81,1,2,30,263,2015,555000,2015,5,5,11.44,2.73,4.69,3
1,1045481.863,44.31,1,2,30,263,2012,449000,2013,5,5,11.69,2.74,4.7,3
4,460293.0196,41.21,1,2,19,137,2018,640000,2018,5,5,10.62,2.78,4.36,3
4,460293.0196,37.61,1,2,19,136,2014,263000,2014,5,5,9.99,2.9,4.04,3
4,1494416.76,36.57,1,1,28,233,2020,939000,2020,4,5,10.62,2.57,4.77,3
4,460293.0196,35.58,0,1,8,81,2019,777000,2019,5,5,10.62,2.59,4.34,3
4,460293.0196,28.17,0,1,19,137,2017,701000,2017,5,5,10.62,2.78,4.36,3
1,1045481.863,45.79,0,1,8,78,2014,625000,2014,5,5,11.65,2.82,5.02,3
4,460293.0196,32.89,1,2,19,140,2019,478000,2020,2,5,9.99,2.93,4.04,3
1,460293.0196,41.72,1,1,5,41,2016,465000,2016,5,5,10.77,2.73,4.22,3
4,1045481.863,38.56,1,1,29,244,2015,472000,2015,2,5,11.44,2.56,4.46,3
1,1045481.863,31.72,1,1,7,52,2018,604000,2018,2,5,11.44,2.95,4.62,3
1,1045481.863,43.09,0,1,31,266,2012,1050000,2012,5,5,12.68,2.36,5.84,3
4,460293.0196,35.33,1,1,19,160,2010,273000,2010,2,5,9.99,2.66,4.06,3
1,1042342.282,59.73,1,1,29,250,2008,499000,2008,5,8,12.68,2.34,4.67,3
1,1045481.863,42.17,1,1,8,78,2008,299000,2008,5,5,11.43,2.56,4.79,3
1,1045481.863,45.14,0,1,27,216,2009,425000,2009,5,5,12.38,2.57,4.7,3
4,460293.0196,36.34,0,1,19,153,2020,499000,2020,5,5,9.99,2.79,4.06,3
4,1494416.76,21.54,0,1,30,260,2022,1650000,2022,5,5,10,2.64,4.85,3
1,1045481.863,32.27,1,1,7,52,2018,750000,2018,2,5,11.44,3.01,4.62,3
4,1045481.863,41.01,0,2,29,253,2018,724000,2018,2,5,11.44,2.61,4.73,3
4,460293.0196,36.28,1,1,19,160,2012,300000,2012,5,5,9.99,2.66,4.06,3
4,1042342.282,20.3,1,1,26,212,2022,800000,2022,5,7,10,2.71,4.14,3
1,1494416.76,37.3,1,1,28,233,2018,810000,2018,5,5,11.44,2.85,4.84,3
4,1045481.863,34.28,1,2,7,52,2014,459000,2014,4,5,10.62,2.62,4.43,3
1,1045481.863,44.81,0,1,1,10,2012,750000,2012,5,5,12.59,2.66,5.69,3
4,460293.0196,39.72,1,1,19,156,2016,497000,2016,2,5,10.62,2.82,4.46,3
4,460293.0196,38.81,1,1,19,137,2017,577000,2017,2,5,10.62,2.78,4.36,3
4,460293.0196,34.2,1,1,8,71,2022,670000,2022,5,5,10.62,2.75,4.34,3
1,1494416.76,44.6,1,1,6,45,2017,690000,2017,5,5,11.44,2.83,4.62,3
1,1494416.76,27.14,1,1,15,111,2021,1700000,2021,5,5,12.51,2.59,5.51,3
1,1045481.863,46.39,1,1,28,240,2014,252000,2014,3,5,10.77,2.74,4.46,3
1,460293.0196,49.32,1,2,30,258,2012,294000,2012,5,5,10.62,2.81,4.2,3
4,1045481.863,27.14,0,2,30,264,2022,1850000,2022,5,5,10,2.63,4.85,3
4,1045481.863,27.14,0,1,7,52,2018,700000,2018,5,5,10.62,2.63,4.46,3
4,1045481.863,31.41,0,1,7,56,2021,1350000,2021,5,5,11.44,2.62,4.9,3
4,460293.0196,45.37,1,2,28,237,2018,470000,2019,2,5,10.62,2.88,4.38,3
4,460293.0196,42.35,1,2,19,156,2011,320000,2011,2,5,10.62,2.82,4.46,3
4,460293.0196,35.3,0,1,30,258,2015,650000,2015,2,5,10.62,2.58,4.7,3
4,460293.0196,39.78,0,1,8,73,2019,529000,2020,5,5,10.28,2.73,4.08,3
4,460293.0196,34.44,1,1,8,81,2016,646000,2016,2,5,10.62,2.65,4.34,3
1,1045481.863,53.13,1,2,19,157,2016,480000,2016,5,5,10.77,2.98,4.2,3
4,460293.0196,40.53,1,1,8,81,2017,607000,2017,5,5,10.62,2.65,4.34,3
1,460293.0196,48.6,1,2,28,228,2016,160000,2016,5,5,11.18,2.92,4.1,3
4,460293.0196,46.06,1,1,19,140,2016,374000,2017,5,5,9.99,2.93,4.04,3
4,1494416.76,43.35,1,1,6,45,2019,817000,2020,5,5,11.44,2.57,4.95,3
1,460293.0196,49.32,1,1,28,228,2015,180000,2015,5,5,11.18,2.92,4.1,3
4,460293.0196,31.51,0,1,19,156,2019,680000,2019,4,5,10.62,2.83,4.46,3
4,460293.0196,27.14,1,1,19,137,2022,1000000,2022,5,5,10.62,2.82,4.46,3
4,1045481.863,38.62,0,1,8,78,2018,1080000,2018,5,5,11.67,2.57,4.95,3
4,1045481.863,37.8,1,1,2,28,2013,315000,2013,5,5,10.62,2.63,4.35,3
4,460293.0196,27.14,1,1,19,137,2020,760000,2020,5,5,10.62,2.76,4.34,3
