fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
4,460293.0196,31.07,1,1,19,135,2020,310000,2020,5,5,9.38,2.8,3.62,4
4,1045481.863,43.09,1,1,19,157,2014,350000,2014,5,5,10.62,2.67,4.41,4
1,1494416.76,43.09,1,1,11,92,2017,1300000,2017,5,5,12.51,2.58,5.54,4
4,1494416.76,27.14,1,1,7,62,2021,850000,2021,5,5,10.62,2.55,4.46,4
4,460293.0196,41.21,1,2,2,29,2009,90000,2009,5,5,9.98,2.62,3.96,4
1,1494416.76,49.32,1,1,16,129,2012,500000,2012,5,7,12.68,2.47,5.19,4
4,1494416.76,27.14,1,1,7,62,2022,950000,2022,5,5,10.62,2.55,4.46,4
4,1045481.863,27.14,1,1,8,65,2021,670000,2021,5,5,10.62,2.74,4.34,4
4,460293.0196,43.09,1,2,19,132,2004,50000,2004,5,4,9.38,2.53,3.36,4
4,460293.0196,31.07,1,1,19,135,2020,330000,2020,5,5,9.38,2.8,3.62,4
1,1494416.76,34.2,1,3,19,159,2018,750000,2018,5,5,10.77,2.9,4.46,4
4,1045481.863,49.32,1,4,8,63,2005,70000,2005,5,5,11.43,2.36,4.55,4
4,460293.0196,49.32,1,4,19,160,2006,80000,2006,5,5,9.99,2.66,4.06,4
4,460293.0196,39.15,1,2,19,160,2009,125000,2009,5,5,10.2,2.66,4.06,4
1,1045481.863,53.13,1,2,19,157,2009,250000,2009,5,5,10.77,2.68,4.2,4
1,1494416.76,53.13,1,1,26,205,2013,325000,2013,5,5,11.35,2.67,4.77,4
4,460293.0196,43.09,1,2,19,132,2006,45000,2006,5,4,9.38,2.53,3.36,4
1,1494416.76,46.42,1,2,28,232,2009,170000,2009,5,7,12.68,2.41,5.17,4
1,1494416.76,36.84,1,1,16,116,2019,800000,2019,5,7,11.43,2.55,4.12,4
1,460293.0196,36.84,1,3,2,23,2012,122000,2012,5,5,9.78,2.94,3.86,4
4,460293.0196,39.15,1,2,8,80,2008,150000,2008,5,5,10.62,2.73,4.29,4
4,460293.0196,31.07,1,1,19,135,2020,325000,2020,5,5,9.38,2.8,3.62,4
4,460293.0196,43.09,1,4,19,132,2003,50000,2003,5,4,9.38,2.53,3.36,4
4,1494416.76,21.54,1,2,8,77,2022,1100000,2022,5,5,9.99,2.62,4.91,4
4,1494416.76,39.15,1,1,28,233,2019,800000,2019,5,5,10.62,2.57,4.77,4
4,1045481.863,49.32,1,2,7,56,2009,225000,2009,5,5,11.44,2.57,4.88,4
1,460293.0196,53.13,1,2,19,156,2014,380000,2014,5,5,10.77,2.93,4.2,4
4,460293.0196,53.13,1,2,19,164,2007,90000,2007,5,5,9.99,2.63,4.06,4
4,1494416.76,31.07,1,1,12,97,2021,1450000,2021,5,5,11.44,2.56,4.84,4
4,460293.0196,36.84,1,1,19,135,2018,280000,2018,5,5,9.38,2.91,3.62,4
4,460293.0196,49.32,1,2,19,140,2014,250000,2014,5,5,9.99,2.85,4.06,4
1,1494416.76,41.21,1,1,16,129,2013,500000,2013,5,7,12.68,2.47,5.19,4
4,460293.0196,36.84,1,1,28,231,2016,142000,2016,5,4,9.38,2.94,3.36,4
4,1494416.76,41.21,1,1,16,117,2016,300000,2016,5,6,10.62,2.63,4.34,4
4,460293.0196,34.2,1,1,19,156,2021,650000,2021,5,5,10.62,2.82,4.46,4
4,460293.0196,49.32,1,3,19,156,2006,150000,2006,5,5,10.91,2.53,4.45,4
4,460293.0196,53.13,0,4,19,133,2010,150000,2010,5,5,9.99,2.57,4.04,4
4,1494416.76,21.54,1,2,7,62,2023,1000000,2023,5,5,10.62,2.55,4.46,4
1,1494416.76,44.81,1,2,16,124,2016,725000,2016,5,7,11.43,2.64,4.64,4
4,1042342.282,31.07,1,1,26,212,2021,750000,2021,5,7,10,2.71,4.14,4
4,460293.0196,34.2,1,1,19,136,2013,250000,2013,5,5,9.99,2.76,4.06,4
4,460293.0196,46.42,1,3,19,134,2012,150000,2012,5,5,9.38,2.7,3.59,4
4,460293.0196,41.21,1,4,19,132,2004,40000,2004,5,4,9.38,2.53,3.36,4
1,1045481.863,53.13,1,1,2,28,2017,425000,2017,5,5,10.77,2.81,4.2,4
4,460293.0196,49.32,1,2,19,160,2005,100000,2005,5,5,9.99,2.66,4.06,4
4,460293.0196,21.54,1,1,19,135,2022,456000,2022,5,5,9.38,2.8,3.62,4
1,1045481.863,53.13,1,1,19,157,2015,375000,2015,5,5,10.77,2.98,4.2,4
1,1494416.76,49.32,1,2,16,114,2005,305000,2005,5,9,12.68,2.52,3.98,4
1,1045481.863,53.13,1,1,7,52,2016,400000,2016,5,5,11.44,2.95,4.62,4
4,460293.0196,49.32,1,2,8,67,2017,230000,2017,5,5,9.38,2.76,3.81,4
1,1042342.282,46.42,1,2,29,250,2009,425000,2009,5,7,12.68,2.34,4.67,4
4,1045481.863,31.07,1,1,30,263,2014,450000,2014,5,5,11.69,2.47,4.7,4
1,460293.0196,49.32,1,2,23,195,2016,300000,2016,5,5,11.35,2.85,3.98,4
4,1045481.863,31.07,1,1,8,65,2021,675000,2021,5,5,10.62,2.74,4.34,4
1,1494416.76,53.13,1,1,26,205,2012,300000,2012,5,5,11.35,2.73,4.38,4
1,1045481.863,49.32,1,3,28,240,2017,450000,2017,5,5,10.77,2.84,4.2,4
4,460293.0196,39.15,1,1,8,67,2017,260000,2017,5,5,9.38,2.76,3.81,4
1,1494416.76,53.13,1,1,6,45,2014,450000,2014,5,5,11.44,2.83,4.48,4
1,1045481.863,41.21,1,2,2,25,2013,380000,2013,5,5,12.6,2.59,5.47,4
1,1045481.863,43.09,1,1,7,56,2015,450000,2015,5,5,11.44,2.96,4.62,4
4,460293.0196,39.15,1,1,26,207,2017,300000,2017,5,5,9.38,2.93,3.76,4
4,460293.0196,41.21,1,3,19,134,2009,150000,2009,5,5,9.38,2.7,3.59,4
4,460293.0196,44.81,1,2,8,80,2012,200000,2012,5,5,10.62,2.73,4.29,4
4,460293.0196,34.2,1,1,19,160,2017,400000,2017,5,5,9.99,2.74,4.06,4
4,460293.0196,41.21,0,1,19,160,2015,350000,2015,5,5,9.99,2.74,4.06,4
1,460293.0196,53.13,1,3,19,152,2009,300000,2009,5,5,10.77,2.76,4.2,4
1,460293.0196,49.32,1,2,19,152,2013,300000,2013,5,5,10.77,2.85,4.2,4
4,460293.0196,34.2,1,2,19,135,2015,250000,2015,5,5,9.38,2.83,3.62,4
4,460293.0196,34.2,1,2,4,35,2020,300000,2020,5,5,9.38,2.75,3.77,4
4,1494416.76,34.2,1,1,8,77,2021,1000000,2021,5,5,9.99,2.63,4.91,4
4,460293.0196,41.21,1,2,23,196,2013,200000,2013,5,5,10.62,2.69,4.06,4
4,1045481.863,49.32,0,2,7,56,2013,350000,2013,5,5,11.44,2.56,4.88,4
4,460293.0196,53.13,1,2,19,164,2010,100000,2010,5,5,9.99,2.67,4.06,4
1,1045481.863,46.42,1,3,7,56,2015,500000,2015,5,5,11.44,2.96,4.62,4
1,1045481.863,43.09,0,1,19,157,2017,700000,2017,5,5,10.77,3.05,4.2,4
0,1045481.863,31.07,1,1,28,239,2022,820000,2022,5,5,10.62,2.98,4.17,4
4,460293.0196,44.81,1,1,28,222,2020,675000,2020,5,5,10.62,2.65,4.39,4
1,1042342.282,46.42,1,3,19,144,2019,1100000,2019,5,7,10.77,2.94,4.46,4
1,1045481.863,53.13,1,1,7,56,2015,500000,2015,5,5,11.44,2.96,4.62,4
1,1494416.76,31.07,1,3,16,114,2013,500000,2013,5,7,12.68,2.52,3.96,4
4,460293.0196,34.2,1,1,19,135,2018,320000,2018,5,5,9.38,2.91,3.62,4
1,1045481.863,53.13,1,1,7,52,2014,325000,2014,5,5,11.44,2.95,4.62,4
4,1494416.76,31.07,1,1,19,159,2020,950000,2020,5,5,11.35,2.57,4.69,4
4,1494416.76,31.07,1,1,19,159,2020,950000,2020,5,5,11.35,2.57,4.69,4
4,460293.0196,39.15,1,2,8,80,2014,350000,2014,5,5,10.62,2.73,4.29,4
1,1042342.282,53.13,1,2,16,114,2007,280000,2007,5,7,12.68,2.39,3.98,4
4,1045481.863,49.32,0,1,27,220,2012,500000,2012,5,5,12.16,2.39,5.4,4
4,1045481.863,49.32,0,1,27,220,2012,500000,2012,5,5,12.16,2.39,5.4,4
4,1045481.863,41.21,1,1,19,154,2010,250000,2010,5,5,11.66,2.49,4.69,4
1,1045481.863,44.81,1,1,7,52,2013,400000,2013,5,5,11.44,2.95,4.62,4
1,1045481.863,44.81,1,4,7,52,2016,420000,2016,5,5,11.44,2.95,4.62,4
1,1494416.76,53.13,1,1,23,198,2014,400000,2014,5,5,11.35,2.73,4.38,4
4,460293.0196,34.2,1,1,19,160,2019,500000,2019,5,5,9.99,2.79,4.06,4
4,460293.0196,31.07,1,1,19,137,2021,800000,2021,5,5,10.62,2.76,4.34,4
1,460293.0196,49.32,1,1,19,156,2014,450000,2014,5,5,10.77,2.84,4.2,4
4,460293.0196,53.13,1,3,19,152,2011,165000,2011,5,5,10.62,2.64,4.41,4
4,1045481.863,31.07,0,1,7,56,2021,1525000,2021,5,5,11.44,2.64,4.92,4
1,1045481.863,53.13,1,1,7,56,2014,400000,2014,5,5,11.44,2.96,4.62,4
1,1045481.863,49.32,1,1,19,157,2018,630000,2018,5,5,10.77,3.05,4.2,4
4,460293.0196,44.81,1,2,8,80,2013,350000,2013,5,5,10.62,2.73,4.29,4
1,460293.0196,53.13,1,3,19,156,2012,350000,2012,5,5,10.77,2.84,4.2,4
1,1045481.863,44.81,1,2,19,157,2014,450000,2014,5,5,10.77,2.86,4.2,4
4,460293.0196,53.13,1,1,8,80,2011,200000,2011,5,5,10.62,2.73,4.29,4
4,460293.0196,44.81,1,2,3,31,2023,730000,2023,5,5,10.62,2.68,4.77,4
4,1045481.863,39.15,1,2,19,142,2017,610000,2017,5,5,11.11,2.75,4.5,4
1,1045481.863,44.81,1,4,19,157,2018,670000,2018,5,5,10.77,3.05,4.2,4
1,1494416.76,53.13,1,1,19,155,2019,800000,2019,5,5,10.77,2.93,4.46,4
1,1494416.76,43.09,1,3,16,116,2017,700000,2017,5,9,12.68,2.52,3.98,4
1,1494416.76,49.32,1,2,26,205,2013,400000,2013,5,5,11.35,2.7,4.77,4
4,460293.0196,49.32,1,1,8,80,2016,300000,2016,5,5,10.28,2.71,4.08,4
4,1045481.863,41.21,1,1,19,157,2020,700000,2020,5,5,10.62,2.82,4.46,4
4,1045481.863,31.07,1,1,8,65,2020,650000,2020,5,5,10.62,2.74,4.34,4
1,1042342.282,53.13,1,1,16,119,2019,800000,2019,5,7,11.44,2.59,4.95,4
1,1494416.76,43.09,1,1,16,114,2017,800000,2017,5,7,12.68,2.52,3.96,4
4,460293.0196,46.42,1,2,19,160,2012,200000,2012,5,5,9.99,2.66,4.06,4
4,460293.0196,46.42,1,2,8,70,2016,340000,2016,5,5,10.62,2.66,4.34,4
1,1045481.863,49.32,1,2,19,158,2018,420000,2018,5,5,10.77,2.71,4.2,4
1,1042342.282,53.13,1,2,29,250,2012,500000,2012,5,7,12.68,2.25,4.65,4
4,460293.0196,34.2,1,1,8,81,2020,750000,2020,5,5,10.62,2.76,4.34,4
4,1045481.863,53.13,0,1,19,142,2019,730000,2019,5,5,11.35,2.73,4.69,4
4,1045481.863,53.13,0,1,19,142,2019,730000,2019,5,5,11.35,2.73,4.69,4
4,1045481.863,53.13,1,1,19,157,2016,500000,2016,5,5,10.62,2.75,4.36,4
1,1045481.863,39.15,0,1,10,89,2019,3200000,2019,5,5,12.6,2.38,5.61,4
4,460293.0196,53.13,1,2,19,132,2011,150000,2011,5,4,9.38,2.53,3.36,4
1,460293.0196,49.32,1,1,26,210,2012,200000,2012,5,5,11.35,2.85,3.98,4
4,1045481.863,49.32,1,1,28,240,2014,400000,2014,5,5,10.61,2.6,4.46,4
4,460293.0196,44.81,1,2,19,134,2011,200000,2011,5,5,9.38,2.7,3.59,4
1,460293.0196,49.32,1,1,5,37,2015,350000,2015,5,5,10.77,2.74,4.51,4
1,1494416.76,49.32,1,1,16,129,2013,700000,2013,5,7,12.68,2.47,5.19,4
1,1045481.863,49.32,1,1,7,56,2015,450000,2015,5,5,11.44,2.96,4.62,4
1,1045481.863,49.32,1,1,7,56,2015,600000,2015,5,5,11.44,2.93,4.62,4
4,1045481.863,39.15,1,1,8,79,2014,400000,2014,5,5,10.62,2.67,4.34,4
4,460293.0196,39.15,1,3,19,136,2016,302000,2016,5,5,9.99,2.88,4.06,4
4,1045481.863,27.14,1,1,8,65,2022,830000,2022,5,5,10.62,2.74,4.34,4
1,460293.0196,49.32,1,4,6,49,2011,250000,2011,5,5,11.18,2.71,4.08,4
4,460293.0196,36.84,1,3,19,136,2016,320000,2016,5,5,9.99,2.88,4.06,4
1,1045481.863,49.32,1,1,8,78,2013,450000,2013,5,5,11.65,2.82,5.02,4
1,460293.0196,53.13,1,2,8,81,2010,225000,2010,5,5,11.18,2.84,4.46,4
1,460293.0196,53.13,1,2,8,81,2010,225000,2010,5,5,11.18,2.84,4.46,4
4,460293.0196,39.15,1,3,19,136,2016,320000,2016,5,5,9.99,2.88,4.06,4
4,460293.0196,49.32,1,3,6,49,2011,200000,2011,5,5,10.61,2.5,4.12,4
1,1045481.863,53.13,1,1,30,257,2013,680000,2013,5,5,12.53,2.64,5.51,4
4,1045481.863,49.32,1,4,29,243,2008,350000,2008,5,5,12.16,2.44,5.17,4
1,460293.0196,53.13,1,2,30,255,2014,350000,2014,5,5,10.62,2.81,4.2,4
4,460293.0196,53.13,1,2,19,134,2008,200000,2008,5,5,9.38,2.7,3.59,4
4,1045481.863,43.09,1,1,7,56,2011,450000,2011,5,5,11.44,2.57,4.88,4
4,460293.0196,46.42,1,3,19,156,2014,350000,2014,5,5,10.62,2.8,4.34,4
1,460293.0196,49.32,1,1,19,156,2013,525000,2013,5,5,10.77,2.84,4.2,4
1,460293.0196,49.32,1,2,19,156,2013,450000,2013,5,5,10.77,2.84,4.2,4
4,460293.0196,36.84,1,1,8,80,2010,79000,2010,5,5,10.62,2.73,4.29,4
4,460293.0196,43.09,1,2,19,156,2012,160000,2012,5,5,10.62,2.65,4.41,4
4,460293.0196,44.81,0,2,26,207,2016,220000,2016,5,5,10,2.84,4.06,4
4,460293.0196,41.21,1,1,19,136,2014,200000,2014,5,5,9.99,2.88,4.06,4
4,460293.0196,41.21,1,1,19,136,2014,200000,2014,5,5,9.99,2.88,4.06,4
4,1045481.863,46.42,1,2,19,157,2010,150000,2010,5,5,10.91,2.6,4.41,4
4,1042342.282,41.21,1,1,26,212,2020,600000,2020,5,7,10,2.71,4.14,4
4,460293.0196,41.21,1,1,19,134,2012,130000,2012,5,5,9.38,2.7,3.59,4
4,460293.0196,53.13,1,1,19,160,2008,72000,2008,5,5,9.99,2.66,4.06,4
4,460293.0196,53.13,1,1,8,67,2014,160000,2014,5,5,9.38,2.76,3.81,4
1,460293.0196,49.32,1,2,30,258,2012,200000,2012,5,5,10.62,2.81,4.2,4
4,460293.0196,53.13,1,1,19,134,2002,40000,2002,5,5,9.38,2.7,3.59,4
1,1494416.76,46.42,1,1,6,45,2014,350000,2014,5,5,11.44,2.83,4.48,4
4,460293.0196,49.32,1,1,2,23,2011,108000,2011,5,5,10.62,2.65,4.3,4
4,460293.0196,41.21,1,1,19,134,2007,105000,2007,5,5,9.38,2.7,3.59,4
4,1494416.76,27.14,1,1,26,208,2022,850000,2022,5,5,10,2.68,4.14,4
4,460293.0196,43.09,1,1,19,137,2018,500000,2018,5,5,10.62,2.78,4.36,4
4,1045481.863,41.21,0,3,29,241,2014,975000,2014,5,5,12.68,2.68,5.41,5
4,460293.0196,28.84,1,1,4,35,2017,266000,2017,2,5,9.38,2.83,3.77,5
4,1494416.76,19.22,0,1,26,208,2021,595000,2021,2,5,10,2.67,4.14,5
4,460293.0196,41.52,1,2,8,81,2011,223000,2012,4,5,10.62,2.57,4.29,5
1,1494416.76,36.84,0,2,0,5,2014,1200000,2014,5,5,12.53,2.51,5.59,5
4,460293.0196,32.91,0,1,19,160,2018,425000,2018,2,5,10.62,2.74,4.34,5
4,460293.0196,22.56,0,2,8,73,2020,596000,2020,2,5,10.28,2.73,4.08,5
4,460293.0196,31.41,1,1,26,207,2018,250000,2018,5,5,9.38,2.93,3.76,5
4,1045481.863,34.48,1,2,19,157,2011,221000,2011,2,5,10.91,2.6,4.41,5
4,460293.0196,39.16,1,1,19,160,2010,208000,2010,4,5,9.99,2.66,4.06,5
4,460293.0196,40.21,1,1,19,156,2013,311000,2013,2,5,10.62,2.65,4.41,5
4,460293.0196,14.96,1,1,26,207,2022,464000,2022,4,5,9.38,2.81,3.76,5
4,460293.0196,25.2,1,1,8,80,2011,205000,2011,2,5,10.28,2.71,4.08,5
1,1494416.76,19.51,0,1,28,225,2023,2175000,2023,2,5,12.51,2.44,5.51,5
4,460293.0196,30.02,0,1,19,137,2018,643000,2018,2,5,10.62,2.78,4.36,5
1,1494416.76,31.11,0,1,29,247,2021,3750000,2021,5,7,12.68,2.47,5.59,5
4,460293.0196,20.8,1,1,19,160,2022,545000,2022,2,5,9.99,2.9,4.04,5
4,460293.0196,25.71,1,1,8,81,2022,750000,2022,5,5,10.62,2.76,4.34,5
1,1494416.76,36.64,0,1,11,92,2021,1650000,2021,2,5,12.51,2.58,5.54,5
4,460293.0196,32.71,1,2,8,80,2009,225000,2009,2,5,10.28,2.71,4.08,5
4,460293.0196,37.81,1,1,19,136,2017,315000,2017,4,5,9.99,2.88,4.06,5
4,1494416.76,18.66,1,1,28,233,2021,799000,2021,5,5,10.62,2.59,4.91,5
4,1045481.863,30.78,1,1,19,142,2017,526000,2017,6,5,11.11,2.75,4.5,5
4,1045481.863,31.74,0,1,7,56,2016,675000,2016,2,5,11.44,2.62,4.9,5
4,460293.0196,35.34,1,2,8,71,2019,612000,2019,4,5,10.62,2.75,4.34,5
4,1494416.76,29.24,0,1,8,66,2018,990000,2018,2,5,11.67,2.46,4.95,5
4,460293.0196,35.95,1,1,19,156,2020,534000,2020,6,5,10.62,2.82,4.46,5
4,1494416.76,35.57,1,1,8,66,2018,800000,2018,5,5,11.67,2.35,4.95,5
4,1045481.863,31.61,1,1,8,78,2020,983000,2020,4,5,11.44,2.61,4.84,5
4,460293.0196,38.26,0,1,19,140,2014,281000,2014,2,5,9.99,2.85,4.06,5
4,460293.0196,21.55,1,1,19,160,2021,535000,2021,2,5,9.99,2.79,4.06,5
4,460293.0196,34.53,1,1,8,70,2017,475000,2017,2,5,10.62,2.66,4.34,5
1,1045481.863,26.13,0,1,20,171,2020,5300000,2020,2,5,12.49,2.53,5.77,5
4,1045481.863,15.6,1,1,29,253,2019,695000,2019,2,5,11.44,2.58,4.73,5
4,460293.0196,32.44,1,1,19,160,2018,395000,2018,2,5,9.99,2.79,4.06,5
1,460293.0196,36.84,1,2,8,81,2012,200000,2012,5,5,11.18,2.8,4.46,5
4,1045481.863,36.38,1,1,7,56,2018,750000,2018,2,5,11.44,2.59,4.9,5
4,1045481.863,38.34,1,1,19,157,2018,480000,2018,5,5,10.62,2.67,4.41,5
4,1045481.863,39.15,1,1,19,157,2010,245000,2010,5,5,10.91,2.6,4.41,5
4,460293.0196,21.96,1,1,19,137,2022,719000,2022,2,5,10.62,2.76,4.34,5
4,1045481.863,36.84,0,2,7,58,2012,375000,2012,5,5,12.16,2.36,5.09,5
4,1045481.863,39.15,1,1,19,157,2010,245000,2010,5,5,10.91,2.6,4.41,5
1,460293.0196,27.14,1,1,28,237,2018,439000,2018,5,5,10.15,3.01,4.1,5
4,460293.0196,20.92,1,1,8,71,2021,753000,2021,4,5,10.62,2.75,4.34,5
4,1045481.863,40.41,1,2,7,52,2016,362000,2016,2,5,10.62,2.62,4.43,5
1,1045481.863,40.21,1,1,27,218,2014,300000,2014,5,5,11.69,2.74,4.72,5
4,460293.0196,19.95,1,2,4,35,2020,389000,2020,2,5,10,2.82,4.06,5
1,1045481.863,34.2,0,1,1,10,2011,865000,2011,2,5,12.59,2.52,5.66,5
4,1045481.863,39.15,1,2,5,39,2011,185000,2011,5,5,11.1,2.44,4.46,5
1,1045481.863,27.08,0,1,1,13,2019,3950000,2019,2,5,12.59,2.73,5.73,5
4,1494416.76,19.49,0,1,11,94,2023,6250000,2023,2,5,12.6,2.3,5.84,5
4,1494416.76,37.54,1,1,7,53,2016,620000,2016,2,7,11.44,2.49,4.9,5
4,1494416.76,39.15,1,1,6,45,2015,350000,2015,5,5,11.44,2.51,4.8,5
4,460293.0196,31.75,1,1,8,70,2019,464000,2019,2,5,10.62,2.66,4.34,5
4,460293.0196,36.28,1,2,7,59,2017,412000,2017,2,5,10.62,2.65,4.46,5
4,460293.0196,22.05,0,2,19,136,2019,375000,2019,4,5,9.99,2.88,4.06,5
1,1045481.863,34.48,1,1,7,56,2015,621000,2015,2,5,11.44,2.93,4.62,5
4,460293.0196,26.02,1,2,8,73,2020,443000,2020,2,5,10.28,2.73,4.08,5
4,460293.0196,20.97,1,1,26,207,2021,422000,2021,2,5,10,2.79,4.06,5
4,1494416.76,41.21,1,1,7,62,2019,550000,2019,4,5,10.62,2.6,4.46,5
4,460293.0196,21.91,1,1,19,156,2019,545000,2019,4,5,10.62,2.82,4.46,5
4,1045481.863,36.84,1,2,8,78,2014,450000,2014,5,5,11.67,2.58,4.95,5
0,460293.0196,27.1,1,1,19,140,2022,597000,2022,2,5,9.99,3.11,3.82,5
4,460293.0196,43.93,1,2,19,156,2015,330000,2015,2,5,10.62,2.82,4.46,5
4,460293.0196,19.13,0,2,7,54,2015,595000,2015,2,5,10.62,2.55,4.43,5
4,1045481.863,36.84,1,1,7,56,2017,500000,2017,5,5,11.44,2.59,4.9,5
1,1045481.863,37.33,0,1,0,3,2013,1075000,2013,2,5,12.53,2.61,5.59,5
4,1494416.76,24.88,1,1,28,233,2021,835000,2021,2,5,10.62,2.59,4.91,5
4,460293.0196,36.84,1,2,8,80,2009,175000,2009,5,5,10.62,2.73,4.29,5
4,1045481.863,38.71,1,1,7,56,2017,550000,2017,5,5,11.44,2.59,4.9,5
4,1045481.863,24.1,1,1,8,78,2021,1025000,2021,5,5,11.44,2.61,4.84,5
4,1045481.863,43.09,1,3,8,68,2014,350000,2014,5,5,12.16,2.54,5.28,5
4,1045481.863,35.57,1,1,8,68,2017,775000,2017,5,5,12.6,2.44,5.31,5
4,1045481.863,49.22,1,1,19,157,2014,306000,2014,5,5,10.62,2.82,4.46,5
4,460293.0196,46.12,1,1,19,137,2016,432000,2016,2,5,10.62,2.78,4.36,5
1,1045481.863,34.29,0,1,20,168,2013,1080000,2013,2,5,12.68,2.46,5.54,5
4,1045481.863,43.97,1,2,19,157,2014,314000,2014,2,5,10.62,2.82,4.46,5
4,460293.0196,41.6,1,2,19,160,2014,269000,2014,2,5,9.99,2.74,4.06,5
1,1042342.282,40.21,1,1,19,144,2015,521000,2015,2,7,10.77,2.75,4.46,5
4,1045481.863,44.12,1,1,19,157,2015,342000,2015,2,5,10.62,2.82,4.46,5
4,460293.0196,41.21,1,2,19,134,2011,150000,2011,5,5,9.38,2.7,3.59,5
4,460293.0196,36.34,1,1,16,118,2017,407000,2017,4,6,10.62,2.63,4.34,5
4,460293.0196,20.51,1,1,8,73,2019,460000,2019,6,5,10.28,2.73,4.08,5
4,460293.0196,21.54,1,1,28,222,2020,725000,2020,5,5,10.62,2.68,4.43,5
1,1045481.863,40.62,1,1,27,216,2012,340000,2012,5,5,12.53,2.71,4.77,5
4,460293.0196,21.54,1,1,28,222,2020,735000,2020,5,5,10.62,2.68,4.43,5
1,1494416.76,36.84,1,1,8,66,2018,1200000,2018,5,5,11.65,2.7,5.02,5
1,1494416.76,32.4,0,1,0,6,2014,1950000,2014,2,5,12.53,2.42,5.59,5
4,460293.0196,39.15,1,1,19,133,2012,300000,2012,5,5,9.99,2.67,4.04,5
1,1042342.282,53.37,1,1,29,250,2014,695000,2014,2,7,12.68,2.35,4.65,5
1,1494416.76,35.57,0,1,13,105,2014,5600000,2014,4,5,12.68,2.33,5.84,5
4,1045481.863,38.43,1,3,29,243,2013,399000,2013,5,5,12.16,2.44,5.17,5
1,1494416.76,19.23,0,1,28,232,2022,2109000,2022,4,6,12.51,2.41,5.51,5
1,1494416.76,29.44,0,1,28,232,2021,2000000,2021,2,6,12.51,2.41,5.51,5
4,460293.0196,34.02,1,1,19,160,2012,217000,2012,2,5,9.99,2.66,4.06,5
4,460293.0196,36.84,1,1,8,82,2016,550000,2016,5,5,10.62,2.58,4.34,5
4,460293.0196,31.19,1,1,26,207,2019,327000,2019,4,5,9.38,2.81,3.76,5
1,1494416.76,50.43,0,1,29,247,2016,1775000,2016,2,7,12.68,2.32,5.52,5
4,1494416.76,37.8,1,1,7,62,2017,487000,2017,4,5,10.62,2.6,4.46,5
1,1045481.863,31.75,1,1,8,78,2016,612000,2016,6,5,11.65,2.88,5.02,5
4,460293.0196,31.07,1,2,8,74,2014,245000,2014,5,5,10.28,2.62,3.96,5
1,1045481.863,40.5,0,1,31,267,2018,1980000,2018,2,5,12.68,2.7,5.75,5
1,1494416.76,33.83,0,1,31,272,2021,4500000,2021,2,5,12.68,2.25,5.84,5
4,1045481.863,43.09,1,1,7,56,2018,650000,2018,5,5,11.44,2.59,4.9,5
4,460293.0196,49.32,1,1,8,82,2016,500000,2016,5,5,10.62,2.58,4.34,5
1,1042342.282,53.13,1,2,2,30,2012,720000,2012,5,10,12.68,2.3,4.31,5
1,1045481.863,26.68,1,1,7,56,2017,790000,2017,5,5,11.44,2.96,4.62,5
1,1042342.282,59.73,1,1,29,250,2012,645000,2012,2,7,12.68,2.34,4.67,5
4,1045481.863,41.52,1,1,7,56,2014,403000,2014,2,5,11.44,2.59,4.9,5
4,460293.0196,40.22,1,2,8,70,2015,301000,2015,4,5,10.62,2.66,4.34,5
4,460293.0196,41.9,1,1,26,207,2019,359000,2020,6,5,10,2.84,4.06,5
4,460293.0196,30.06,0,1,8,73,2021,511000,2021,4,5,10.28,2.73,4.08,5
4,460293.0196,33.02,1,1,8,81,2017,425000,2017,2,5,10.62,2.65,4.34,5
4,460293.0196,43.86,1,1,8,70,2014,277000,2014,2,5,10.62,2.66,4.34,5
4,1042342.282,31.94,1,1,19,144,2019,750000,2019,5,7,11.35,2.67,4.69,5
4,1494416.76,36.22,1,1,26,205,2017,551000,2017,4,5,11.69,2.35,4.68,5
4,460293.0196,32.85,1,1,7,54,2014,254000,2014,2,5,10.62,2.69,4.43,5
4,460293.0196,30.37,0,1,8,80,2011,270000,2011,2,5,10.62,2.57,4.29,5
4,1494416.76,32.26,0,2,13,106,2020,7900000,2020,2,5,12.59,2.51,5.84,5
4,460293.0196,35.83,1,1,8,80,2014,255000,2014,2,5,10.62,2.73,4.29,5
1,1494416.76,14.96,0,1,15,110,2021,3450000,2021,2,6,12.59,2.31,5.84,5
4,460293.0196,30.37,0,1,19,156,2018,535000,2018,2,5,10.62,2.8,4.34,5
4,460293.0196,31.75,0,1,7,59,2015,440000,2015,2,5,10.62,2.63,4.46,5
4,1045481.863,35.57,1,1,19,157,2009,225000,2009,2,5,10.91,2.6,4.41,5
1,1494416.76,42.83,1,1,16,129,2019,1295000,2019,2,7,12.68,2.47,5.35,5
4,460293.0196,39.15,1,2,8,67,2014,180000,2014,5,5,9.38,2.76,3.81,5
4,1045481.863,32.02,1,1,7,56,2017,602000,2018,2,5,11.44,2.61,4.9,5
0,460293.0196,17.32,1,1,28,237,2022,743000,2023,2,5,10.62,2.98,4.16,5
4,460293.0196,34.2,1,1,8,81,2013,335000,2013,2,5,10.62,2.64,4.36,5
